CustomerID,FirstName,LastName,Gender,Age,Email,PhoneNumber,City,State,Country,ZipCode,RegistrationDate,LastPurchaseDate,TotalOrders,TotalSpend,PreferredPaymentMethod,LoyaltyMember,NewsletterSubscribed,CustomerSegment,FeedbackScore
1046,Joe,Wells,Female,51.0,jeremymanning@allen.com,393-117-7218x2757,Lake Jessicaside,Wyoming$,Bahamas,83027,08-Feb-2022,02/05/2025,18.0,540.74,Credit Card,Yes,No,Gold,6
1047,Juan,White,,52.0,aharrison@@gmail.com,(634)848-4082x92815,Carmenshire,Alaska,Kiribati,00520,31-Mar-2022,2025/01/25,15.0,,Credit Card,No,,Platinum,5
1048,Amanda,Mcconnell,Female,64.0,sullivankelly@yahoo.com,+1-072-287-5809,Frankport,Nevadaa,South Africa,74344,2021/10/22,02/05/2025,40.0,4942.12,Bank Transfer,,,Bronze,8
1049,,Harris,Male,66.0,melissajones@smith.com,306.504.0191,East Kristinmouth,Texasa,Turkmenistan,18562,04-Nov-2020,2025/06/18,42.0,1041.47,Bank Transfer,,,Platinum,8
1050,Robert,Callahan,Female,41.0,kmcgee@yahoo.com,552-393-7627,South Lisafort,South Carolina@,Australia,95210,08-11-2021,18-10-2024,31.0,3929.36,Debit Card,,No,Silver,9
1051,Lindsey,Bennett,Male,36.0,brendan41@yahoo.com,001-546-760-9002x31985,Lake Donnaton,Texas,Estonia,16842,10-Aug-2024,2025/02/04,37.0,3799.85,PayPal,No,Yes,Silver,7
1052,Donald,Hill,,60.0,dawn77@@farmer.com,7595620519077,East Tara,Nebraska$,Hong Kong,68056,28-06-2022,22/04/2025,14.0,220.11,Debit Card,Yes,Yes,Gold,7
1053,Kristin,Moore,Male,45.0,avazquez@moss-ramirez.net,2371546881476,Rosstown,Minnesota,Myanmar,76147,17-Feb-2025,12/11/2024,42.0,4074.42,PayPal,Yes,,Bronze,4
1054,Jerry,Gibson,,45.0,lemelinda@taylor.com,001-999-921-6835x9821,Brownshire,Utaha,American Samoa,98635,02-08-2025,03-03-2025,34.0,2680.37,PayPal,,Yes,Gold,9
1055,Jo,Johnson,Female,45.0,ariley@@moreno.org,001-143-270-1347x241,East Christopher,South Dakota,Ukraine,77234,2024/11/26,2025/09/21,43.0,522.9,Credit Card,No,,Bronze,6
1056,Robert,Garcia,,33.0,patricia03@spencer.com,9015755915748,Loveberg,Nebraska@,Bhutan,45245,22-Nov-2022,07-06-2025,25.0,4929.6,Credit Card,Yes,,Silver,2
1057,,Noble,Female,36.0,floresthomas@frederick.com,(991)443-5755x57599,Mathewstad,North Dakota,Chile,34867,2023/04/29,2025/05/23,25.0,2885.35,Debit Card,Yes,Yes,Bronze,3
1058,Crystal,Jenkins,Male,38.0,asanchez@hotmail.com,+1-291-733-6869x4875,South Kristytown,Idahoa,Comoros,97604,14-01-2022,03-09-2025,,2563.76,Credit Card,No,No,Gold,3
1059,Angela,White,Female,54.0,hollowaybryan@flowers.com,001-777-918-4005,South Bobbyshire,Massachusettsa,Marshall Islands,95992,2020/10/31,30-06-2025,4.0,3793.55,Debit Card,No,,Bronze,1
1060,,Hill,,31.0,wsmith@hotmail.com,350.721.4044,Wagnerhaven,Louisianaa,Liechtenstein,74580,15-Jan-2025,27/05/2025,44.0,664.15,Bank Transfer,No,No,Platinum,6
1061,Manuel,Stanley,,40.0,mking@sexton.com,001-744-398-6762x1220,Ericstad,New Jersey$,South Georgia and the South Sandwich Islands,97019,2022/05/30,2025/08/30,50.0,1448.27,Debit Card,Yes,No,Silver,10
1062,Megan,,Female,22.0,david48@gmail.com,(488)414-3715,West Justin,Georgia@,Christmas Island,08130,2025/03/06,31-07-2025,27.0,3744.01,Credit Card,,No,Silver,10
1063,Jill,Klein,Male,,nicole84@yahoo.com,1126192471,New Jon,South Dakotaa,Taiwan,36281,14-Jul-2023,01/10/2024,40.0,1765.16,Debit Card,,Yes,Bronze,seven
1064,David,Cummings,,66.0,wrightjasmin@smith-odom.com,5190491209,Lake Josephfort,Oklahoma,Paraguay,08710,08-10-2023,09/01/2025,33.0,1681.48,PayPal,Yes,No,Platinum,3
1065,John,Case,Male,50.0,georgechristopher@brown.com,513-967-2527x20465,North Brooke,Michigana,Burkina Faso,44433,11-05-2021,09-11-2024,13.0,393.9,Bank Transfer,Yes,,Gold,8
1066,Tiffany,Thompson,Male,55.0,espinozashannon@yahoo.com,+1-140-254-5933x3387,East Brittanyland,Michigan$,Greece,91024,2022/10/05,11/09/2025,38.0,2461.84,PayPal,Yes,Yes,Gold,5
1067,Randall,Lee,Male,50.0,elizabeth24@hunter.net,994-608-7691x86039,Lake Jerome,South Dakotaa,Ghana,11637,02-Mar-2024,2025/01/28,18.0,3662.98,Bank Transfer,Yes,No,Platinum,2
1068,Deanna,Snyder,,,wgray@hotmail.com,652.378.5032x939,Huntview,Minnesotaa,Spain,49768,19-Nov-2024,11-02-2025,18.0,2170.12,Debit Card,,,Bronze,9
1069,Dawn,Gordon,,57.0,jeremy44@hotmail.com,515-005-3874,Calderonshire,Oklahoma$,Greece,98618,04-01-2023,2025/07/16,50.0,2810.26,Bank Transfer,,Yes,Silver,10
1070,Rebecca,Beard,Male,70.0,rdeleon@gmail.com,001-690-801-8738,New Ashleyview,New Jerseya,Sierra Leone,65879,2023/10/29,19/05/2025,37.0,4209.51,Debit Card,,Yes,Bronze,10
1071,Lisa,Anderson,Male,58.0,umcdonald@hotmail.com,(068)278-1801x15990,North Heidimouth,Missouria,South Africa,72756,04-Nov-2023,26-07-2025,21.0,4460.78,Debit Card,,,Platinum,10
1072,Andrew,Powell,,28.0,raven46@garcia.net,465.636.0913,New Ashleyfurt,Maryland$,Bangladesh,93873,06-May-2021,25-07-2025,23.0,256.98,Bank Transfer,Yes,Yes,Platinum,2
1073,Mary,Wong,Male,,victortucker@@collins.info,001-172-343-0742,East Alfredton,Tennesseea,Bosnia and Herzegovina,34358,03-11-2022,2025/09/25,14.0,1889.52,Bank Transfer,,Yes,Platinum,7
1074,Crystal,,Female,38.0,rickanderson@thompson.com,714.480.1257x173,East Melissa,Iowa@,Nauru,78208,2022/09/30,07/01/2025,35.0,1293.61,PayPal,Yes,Yes,Silver,9
1075,William,Hayes,Male,57.0,danielthompson@johnson.com,(743)493-3732x3181,Medinaville,California$,Israel,81195,20-Mar-2024,2025/02/05,31.0,3089.97,Credit Card,Yes,Yes,Silver,9
1076,Gregg,Kennedy,,30.0,sarahgreen@@ray-lawson.info,621-502-8078x2573,Kennethside,Mainea,Lao People's Democratic Republic,08820,03-11-2020,01-09-2025,19.0,2274.58,Bank Transfer,No,Yes,Silver,3
1077,Justin,Berg,,68.0,thomasjames@wolfe.biz,(110)730-0115x016,South Bryce,Pennsylvaniaa,Uruguay,24626,2022/10/22,15-03-2025,12.0,1623.81,Credit Card,Yes,Yes,Platinum,6
1078,Ana,Conner,,49.0,crossjoshua@yahoo.com,7651452338556,Wrightshire,South Carolina,Samoa,34012,22-Sep-2025,25-01-2025,25.0,4130.22,Credit Card,,No,Gold,seven
1079,Robert,Douglas,,57.0,vaughndestiny@thompson.net,+1-936-915-8603x340,Moorehaven,Michigan,New Zealand,42775,30-May-2023,27/11/2024,,3785.0,PayPal,,,Bronze,1
